Percentage at School,Percentage at College,Hours Studing per day,Interested in extracurricular activites?,Self-learning capability?,Are you Introvert?,Area That Align with Your Mission,Skills,Interested Subjects,Hobbies,Fulfilling Activity,Strengths,Suggested Job Role
78,64,8,0,1,0,Economic Development,Product Development,Business,Yoga,Product Development,Visionary,Product Manager
94,70,7,0,4,0,Economic Development,Market Analysis,Marketing,Music,Market Analysis,Strategic Thinking,Product Marketing Manager
91,75,1,0,3,0,Economic Development,Design,Film,Dancing,Design,Creativity,Production Designer
85,61,9,0,3,0,Youth Empowerment,Athletic Performance,Physical Education,Photography,Engaging with Physical Education,Discipline,Professional Athlete
77,60,12,1,3,0,Youth Empowerment,Performance,Dance,Hiking,Performance,Expression,Professional Dancer
82,74,9,1,4,0,Technology and Innovation,adaptability,Algorithmic Complexity,Podcasting,testing,Efficient coder,Programmer
79,64,12,1,2,0,Technology and Innovation,testing,Algorithmic Complexity,Yoga,development,Creative thinker,Programmer
91,82,10,1,4,0,Technology and Innovation,testing,Algorithmic Complexity,Traveling,programming,Team motivator,Programmer
70,60,9,1,3,1,Technology and Innovation,decision making,Algorithmic Complexity,Reading,teamwork,Agile developer,Programmer
93,73,3,1,1,1,Technology and Innovation,decision making,Algorithmic Complexity,Running,adaptability,Code optimizer,Programmer
93,88,8,1,3,0,Technology and Innovation,testing,Algorithmic Complexity,Crafting,decision making,Efficient coder,Programmer
76,85,12,1,4,0,Technology and Innovation,development,Algorithmic Complexity,Cooking,Engaging with Algorithmic Complexity,Code creator,Programmer
92,68,10,1,5,0,Technology and Innovation,testing,Algorithmic Complexity,Music,Practice algorithms daily,Efficient coder,Programmer
83,92,7,0,4,1,Technology and Innovation,development,Algorithmic Complexity,Cycling,Master data structures,Business consultant,Programmer
92,70,12,0,4,1,Technology and Innovation,decision making,Algorithmic Complexity,Blogging,Learn functional programming,Problem-solver,Programmer
86,62,3,1,4,1,Technology and Innovation,programming,Algorithmic Complexity,Music,Explore dynamic programming,Logical thinker,Programmer
89,74,3,0,3,1,Technology and Innovation,development,Algorithmic Complexity,Volunteering,Understand design patterns,Problem-solver,Programmer
87,61,3,1,4,1,Technology and Innovation,teamwork,Algorithmic Complexity,Crafting,Study concurrency and threading,Logical thinker,Programmer
63,87,3,0,2,1,Technology and Innovation,decision making,Algorithmic Complexity,Playing instruments,Learn a scripting language,Proactive defender,Programmer
88,91,3,1,4,0,Technology and Innovation,adaptability,Algorithmic Complexity,Dancing,Build regular expressions,Problem-solver,Programmer
83,81,9,1,4,0,Technology and Innovation,programming,Algorithmic Complexity,Gardening,Master error handling techniques,Agile developer,Programmer
79,76,3,0,4,0,Technology and Innovation,development,Algorithmic Complexity,Sketching,Create a portfolio project,Efficient coder,Programmer
80,72,15,1,1,1,Technology and Innovation,testing,Algorithmic Complexity,Traveling,Automate repetitive tasks,Code creator,Programmer
60,61,3,1,1,0,Technology and Innovation,programming,Algorithmic Complexity,Painting,Work on a game project,Detail-oriented,Programmer
83,64,3,1,3,1,Technology and Innovation,development,Algorithmic Complexity,Cycling,Develop mobile applications,Problem-solver,Programmer
94,90,15,0,4,0,Technology and Innovation,development,Algorithmic Complexity,Photography,Build a chatbot application,Code reviewer,Programmer
77,72,10,1,4,1,Technology and Innovation,testing,Algorithmic Complexity,Cooking,Implement an e-commerce site,Code creator,Programmer
72,82,9,1,5,0,Technology and Innovation,programming,Algorithmic Complexity,Fitness,Experiment with APIs,Efficient coder,Programmer
66,77,9,1,4,1,Technology and Innovation,testing,Algorithmic Complexity,Sculpting,Debug a real-world codebase,Detail-oriented,Programmer
68,64,10,1,1,1,Technology and Innovation,programming,Algorithmic Complexity,Painting,Build cross-platform apps,Problem-solver,Programmer
91,86,11,0,3,0,Technology and Innovation,development,Algorithmic Complexity,Meditation,Contribute to tech forums,Code creator,Programmer
76,70,3,0,2,0,Technology and Innovation,programming,Algorithmic Complexity,Writing,Develop a LinkedIn presence,Efficient coder,Programmer
60,80,6,0,3,1,Technology and Innovation,decision making,Algorithmic Complexity,Volunteering,Network with industry professionals,Efficient coder,Programmer
87,62,6,0,4,0,Technology and Innovation,development,Algorithmic Complexity,Blogging,Attend programming bootcamps,Code optimizer,Programmer
63,62,3,0,4,1,Technology and Innovation,testing,Algorithmic Complexity,Gaming,Apply for internships,Efficient problem-solver,Programmer
73,89,6,1,4,1,Technology and Innovation,development,Algorithmic Complexity,Storytelling,Showcase work on GitHub,Agile developer,Programmer
68,69,6,0,4,1,Technology and Innovation,development,Algorithmic Complexity,Volunteering,Create a personal website,Code creator,Programmer
79,88,9,1,5,0,Technology and Innovation,development,Algorithmic Complexity,Biking,Build a strong CV,Code creator,Programmer
67,60,4,0,2,0,Technology and Innovation,decision making,Algorithmic Complexity,Baking,Seek mentorship opportunities,Code creator,Programmer
89,88,6,0,5,1,Technology and Innovation,programming,Algorithmic Complexity,Crafting,Study software engineering books,Systems innovator,Programmer
93,70,3,0,1,0,Technology and Innovation,adaptability,Algorithmic Complexity,Playing chess,Take advanced programming courses,Code creator,Programmer
88,72,9,1,4,1,Technology and Innovation,adaptability,Algorithmic Complexity,Watching movies,Explore blockchain technology,Insightful advisor,Programmer
70,70,9,0,4,1,Technology and Innovation,teamwork,Algorithmic Complexity,Reading,Research quantum computing,Code creator,Programmer
92,74,6,0,4,0,Technology and Innovation,programming,Algorithmic Complexity,Fishing,Learn about cybersecurity,Logical thinker,Programmer
81,73,11,1,4,1,Technology and Innovation,development,Algorithmic Complexity,Drawing,Practice coding interviews,User experience advocate,Programmer
64,71,8,1,3,0,Technology and Innovation,decision making,Algorithmic Complexity,Coding,Stay informed on programming trends,Logical thinker,Programmer
63,90,10,0,5,0,Technology and Innovation,programming,Algorithmic Complexity,Gaming,Watch conference talks online,Compliance expert,Programmer
72,92,6,0,4,1,Technology and Innovation,teamwork,Algorithmic Complexity,Photography,Explore AI/ML applications,Problem-solver,Programmer
68,82,6,1,4,0,Technology and Innovation,programming,Algorithmic Complexity,Swimming,Participate in hackathons,Team motivator,Programmer
84,75,10,0,4,0,Technology and Innovation,adaptability,Algorithmic Complexity,Hiking,Organize coding workshops,Cloud visionary,Programmer
65,88,6,0,4,1,Technology and Innovation,adaptability,Algorithmic Complexity,Running,Pair program with colleagues,Creative thinker,Programmer
91,72,12,1,5,0,Technology and Innovation,adaptability,Algorithmic Complexity,Yoga,Document code for teamwork,Logical thinker,Programmer
69,88,6,1,2,1,Technology and Innovation,teamwork,Algorithmic Complexity,Hiking,Join developer communities,Problem-solver,Programmer
86,84,3,1,3,0,Technology and Innovation,development,Algorithmic Complexity,Collecting art,Practice mindfulness to reduce stress,Problem-solver,Programmer
75,87,10,1,4,0,Economic Development,Campaign Management,Marketing,Writing,Set personal coding challenges,Creativity,Promotions Manager
69,83,4,0,3,1,Mental Health and Well-being,Therapeutic Techniques,Psychology,Drawing,Balance learning with rest,Insight,Psychologist
93,89,6,1,1,1,Healthcare,Management,Health,Swimming,Management,Leadership,Public Health Administrator
86,65,10,1,4,1,Healthcare,Advocacy,Public Health,Podcasting,Advocacy,Advocacy,Public Health Specialist
68,89,8,0,4,0,Community Development,Communication,PR,Playing chess,Media Relations,Persuasion,Public Relations Specialist
82,86,7,0,3,1,Community Development,Media Relations,Communications,Playing instruments,Communication,Persuasiveness,Public Relations Specialist
70,60,12,1,3,0,Community Development,Media Relations,Communications,Fishing,Engaging with Communications,Communication,Public Relations Specialist
75,89,12,0,5,0,Community Development,Communication,Public Relations,Collecting,Engaging with Public Relations,Communication,Public Relations Specialist
94,91,10,1,3,0,Community Development,Media Relations,Communications,Gardening,Engaging with PR,Persuasiveness,Public Relations Specialist
86,88,11,0,4,0,Community Development,Communication,Public Relations,Fitness,Engaging with Public Relations,Communication,Public Relations Specialist
83,74,5,0,4,0,Community Development,Media Relations,Communications,Meditation,Engaging with PR,Persuasiveness,Public Relations Specialist
90,85,10,0,4,1,Human Rights,Emergency Response,Criminal Justice,Sketching,Engaging with Criminal Justice,Calmness,Public Safety Officer
72,78,11,1,1,1,Human Rights,Customer Service,Transportation,Dancing,Customer Service,Reliability,Public Transit Operator
75,80,5,0,4,0,Technology and Innovation,Testing,Quality Assurance,Watching movies,Engaging with Quality Assurance,Attention,Quality Control Analyst
75,84,10,0,3,1,Mental Health and Well-being,Quality Assurance,Manufacturing,Storytelling,Engaging with Manufacturing,Detail-oriented,Quality Control Inspector
66,74,9,1,3,0,Cultural Preservation,content creation,Radio,Photography,Communication,Problem-solving,Radio Host
75,68,10,1,5,1,Cultural Preservation,on-air presentation,Radio,Negotiation,on-air presentation,Charismatic,Radio Host
72,78,12,0,4,1,Cultural Preservation,audience engagement,Radio,Property Research,audience engagement,Detail-oriented,Radio Host
80,70,11,1,5,1,Cultural Preservation,interviewing skills,Radio,Traveling,content creation,Strategic,Radio Host
78,65,8,0,2,1,Cultural Preservation,music selection,Radio,Planning,interviewing skills,Resourceful,Radio Host
67,76,7,1,4,0,Cultural Preservation,scriptwriting,Radio,Logistics,music selection,Innovative,Radio Host
64,73,6,0,5,1,Cultural Preservation,social media interaction,Radio,Hiking,Engaging with Broadcasting,Collaborative,Radio Host
70,79,5,1,3,0,Cultural Preservation,live event hosting,Radio,Problem Solving,social media interaction,Organized,Radio Host
77,72,4,0,4,1,Cultural Preservation,audience analysis,Radio,Meditation,live event hosting,Insightful,Radio Host
68,66,3,1,1,1,Cultural Preservation,promotional activities,Radio,Animal Care,audience analysis,Engaging,Radio Host
70,87,8,1,5,1,Cultural Preservation,Communication,Broadcasting,Biking,promotional activities,Engagement,Radio Host
65,78,4,0,1,0,Healthcare,Imaging Techniques,Physics,Baking,Imaging Techniques,Imaging Techniques,Radiologic Technologist
90,84,12,0,3,0,Healthcare,Imaging,Radiology,Programming,Imaging,Precision,Radiologic Technologist
73,93,5,1,4,1,Healthcare,Imaging Techniques,Radiology,Reading,Engaging with Physics,Accuracy,Radiologic Technologist
82,83,6,0,5,0,Healthcare,Imaging Techniques,Radiology,Painting,Engaging with Radiology,Accuracy,Radiologic Technologist
86,89,6,1,3,0,Healthcare,Imaging Techniques,Radiology,Robotics,Engaging with Radiology,Accuracy,Radiologic Technologist
79,93,9,1,2,1,Healthcare,Imaging,Radiology,Hiking,Engaging with Radiology,Precision,Radiologic Technologist
64,73,6,0,5,1,Community Development,legal knowledge,Real Estate,Wine tasting,property valuation,Collaborative,Real Estate Agent
67,76,7,1,4,0,Economic Development,property staging,Real Estate,Hiking,market analysis,Innovative,Real Estate Agent
77,72,4,0,4,1,Community Development,open house management,Real Estate,Creative writing,negotiation skills,Insightful,Real Estate Agent
75,68,10,1,5,1,Economic Development,property valuation,Real Estate,Gardening,client relationship management,Persuasive,Real Estate Agent
70,79,5,1,3,0,Community Development,networking skills,Real Estate,Food photography,marketing strategies,Organized,Real Estate Agent
66,74,9,1,3,0,Economic Development,negotiation skills,Real Estate,Crafting,property staging,Problem-solving,Real Estate Agent
80,70,11,1,5,1,Economic Development,client relationship management,Real Estate,Designing,legal knowledge,Strategic,Real Estate Agent
78,65,8,0,2,1,Economic Development,marketing strategies,Real Estate,Networking,networking skills,Resourceful,Real Estate Agent
68,66,3,1,1,1,Community Development,customer service,Real Estate,Blogging,open house management,Engaging,Real Estate Agent
72,78,12,0,4,1,Economic Development,market analysis,Real Estate,Sewing,customer service,Detail-oriented,Real Estate Agent
70,72,6,1,3,0,Technology and Innovation,Data Analysis,Media Studies,Meditation,Engaging with Social Science,Critical Thinking,Research Analyst
61,62,6,0,3,1,Technology and Innovation,Data Analysis,Social Science,Volunteering,data analysis,Critical Thinking,Research Analyst
70,79,5,1,3,0,Technology and Innovation,project management,Research,Cooking,Research,Organized,Research Scientist
77,72,4,0,4,1,Technology and Innovation,statistical analysis,Research,Traveling,Experimental Design,Insightful,Research Scientist
68,66,3,1,1,1,Technology and Innovation,interdisciplinary collaboration,Research,Networking,literature review,Engaging,Research Scientist
66,74,9,1,3,0,Technology and Innovation,literature review,Research,Gardening,hypothesis testing,Problem-solving,Research Scientist
70,73,4,1,5,1,Technology and Innovation,Research,Science,Swimming,grant writing,Innovation,Research Scientist
64,93,9,0,3,0,Technology and Innovation,Experimental Design,Biology,Music,laboratory techniques,Analytical,Research Scientist
64,73,6,0,5,1,Technology and Innovation,scientific communication,Research,Writing,scientific communication,Collaborative,Research Scientist
67,76,7,1,4,0,Technology and Innovation,laboratory techniques,Research,Baking,project management,Innovative,Research Scientist
78,65,8,0,2,1,Technology and Innovation,grant writing,Research,Cycling,statistical analysis,Resourceful,Research Scientist
80,70,11,1,5,1,Technology and Innovation,hypothesis testing,Research,Dancing,interdisciplinary collaboration,Strategic,Research Scientist
75,68,10,1,5,1,Technology and Innovation,experimental design,Research,Drawing,Engaging with Research,Analytical,Research Scientist
72,78,12,0,4,1,Technology and Innovation,data analysis,Research,Fishing,Engaging with Science,Detail-oriented,Research Scientist
63,90,11,1,4,0,Economic Development,Risk Assessment,Finance,Watching Movies,Engaging with Science,Critical Thinking,Risk Manager
80,70,11,1,5,1,Technology and Innovation,sensor integration,Engineering,Running,robotic programming,Strategic,Robotics Engineer
72,78,12,0,4,1,Technology and Innovation,mechanical design,Engineering,Traveling,mechanical design,Detail-oriented,Robotics Engineer
60,62,9,1,4,0,Technology and Innovation,Innovation,Robotics,Playing Chess,control systems,Innovation,Robotics Engineer
68,66,3,1,1,1,Technology and Innovation,interdisciplinary collaboration,Engineering,Blogging,sensor integration,Engaging,Robotics Engineer
77,72,4,0,4,1,Technology and Innovation,prototyping,Engineering,Sculpting,automation techniques,Insightful,Robotics Engineer
70,79,5,1,3,0,Technology and Innovation,project management,Engineering,Sketching,simulation and modeling,Organized,Robotics Engineer
73,69,12,1,4,0,Technology and Innovation,Innovation,Robotics,Collecting,embedded systems,Innovation,Robotics Engineer
67,76,7,1,4,0,Technology and Innovation,simulation and modeling,Engineering,Gaming,project management,Innovative,Robotics Engineer
78,65,8,0,2,1,Technology and Innovation,automation techniques,Engineering,Cycling,prototyping,Resourceful,Robotics Engineer
66,74,9,1,3,0,Technology and Innovation,control systems,Engineering,Yoga,interdisciplinary collaboration,Problem-solving,Robotics Engineer
64,73,6,0,5,1,Technology and Innovation,embedded systems,Engineering,Cooking,Innovation,Collaborative,Robotics Engineer
75,68,10,1,5,1,Technology and Innovation,robotic programming,Engineering,Photography,Engaging with Engineering,Analytical,Robotics Engineer
64,78,8,1,4,0,Technology and Innovation,Programming,Robotics,Designing,Engaging with Robotics,Innovation,Robotics Researcher
85,87,11,0,4,0,Community Development,Roofing Installation,Construction,Crafting,Roofing Installation,Physical Stamina,Roofer
87,73,7,1,3,0,Community Development,Route Optimization,Geography,Fishing,Route Optimization,Analytical,Route Planner
68,66,3,1,1,1,Technology and Innovation,user experience (UX),Digital Marketing,Pottery,Search Optimization,Engaging,SEO Specialist
75,68,10,1,5,1,Technology and Innovation,keyword research,Digital Marketing,Public Speaking,Optimization,Analytical,SEO Specialist
64,73,6,0,5,1,Technology and Innovation,competitor analysis,Digital Marketing,Sculpting,Search Engine Optimization,Collaborative,SEO Specialist
67,76,7,1,4,0,Technology and Innovation,analytics and reporting,Digital Marketing,Writing,keyword research,Innovative,SEO Specialist
78,65,8,0,2,1,Technology and Innovation,content optimization,Digital Marketing,Reading,on-page optimization,Resourceful,SEO Specialist
80,70,11,1,5,1,Technology and Innovation,technical SEO,Digital Marketing,Fitness,link building,Strategic,SEO Specialist
66,74,9,1,3,0,Technology and Innovation,link building,Digital Marketing,Reading,technical SEO,Problem-solving,SEO Specialist
72,78,12,0,4,1,Technology and Innovation,on-page optimization,Digital Marketing,Traveling,content optimization,Detail-oriented,SEO Specialist
61,92,10,1,5,0,Technology and Innovation,Optimization,Digital Marketing,Content Writing,analytics and reporting,Analytical,SEO Specialist
91,66,4,0,4,1,Technology and Innovation,Search Engine Optimization,Digital Marketing,Data Analysis,competitor analysis,Analytical,SEO Specialist
77,72,4,0,4,1,Technology and Innovation,SEO tools proficiency,Digital Marketing,Drawing,local SEO,Insightful,SEO Specialist
76,81,11,0,5,1,Technology and Innovation,Search Optimization,Marketing,Blogging,SEO tools proficiency,Analytical,SEO Specialist
70,79,5,1,3,0,Technology and Innovation,local SEO,Digital Marketing,Painting,user experience (UX),Organized,SEO Specialist
67,63,9,0,4,0,Economic Development,Data Analysis,Business,Gaming,Data Analysis,Analytical,Sales Analyst
63,80,7,0,4,1,Economic Development,Client Management,Business,Reading,sales strategy development,Relationship Building,Sales Manager
88,88,12,0,3,0,Economic Development,Team Leadership,Business,Networking,team management,Motivation,Sales Manager
74,66,9,0,4,0,Economic Development,Leadership,Sales,Photography,customer relationship management,Leadership,Sales Manager
87,73,10,0,4,0,Economic Development,Leadership,Sales,Gaming,market analysis,Leadership,Sales Manager
88,75,7,1,4,0,Economic Development,negotiation skills,Sales,Filmmaking,sales forecasting,Persuasive,Sales Manager
92,80,12,0,4,1,Economic Development,team management,Sales,3D Modeling,negotiation skills,Motivational,Sales Manager
89,78,9,1,3,0,Economic Development,customer relationship management,Sales,Character Design,performance metrics,Interpersonal,Sales Manager
94,76,11,1,5,1,Economic Development,market analysis,Sales,Film Production,training and development,Analytical,Sales Manager
90,74,8,0,2,1,Economic Development,sales forecasting,Sales,Directing,lead generation,Detail-oriented,Sales Manager
75,68,10,1,5,1,Economic Development,sales strategy development,Sales,Fitness,CRM software proficiency,Analytical,Sales Manager
86,73,6,0,5,1,Economic Development,performance metrics,Sales,Marketing Strategy,sales presentations,Results-driven,Sales Manager
84,71,5,1,3,0,Economic Development,training and development,Sales,Sales Strategy,territory management,Supportive,Sales Manager
91,79,4,0,4,1,Economic Development,lead generation,Sales,Negotiating,conflict resolution,Resourceful,Sales Manager
87,72,3,1,1,1,Economic Development,CRM software proficiency,Sales,Client Relations,product knowledge,Tech-savvy,Sales Manager
93,81,12,0,5,1,Economic Development,sales presentations,Sales,Networking,customer feedback analysis,Engaging,Sales Manager
85,77,10,1,4,0,Economic Development,territory management,Sales,Pitching,Leadership,Strategic,Sales Manager
82,74,9,0,3,1,Economic Development,conflict resolution,Sales,Marketing,Team Leadership,Diplomatic,Sales Manager
95,85,10,1,5,1,Economic Development,sales strategy development,Sales,Illustrating,Client Management,Leadership,Sales Manager
72,78,12,0,4,1,Economic Development,team leadership,Sales,Photography,team leadership,Detail-oriented,Sales Manager
68,66,3,1,1,1,Economic Development,conflict resolution,Sales,Theater,brand management,Engaging,Sales Manager
80,70,11,1,5,1,Economic Development,market analysis,Sales,Reading,Engaging with Sales,Strategic,Sales Manager
78,70,7,0,1,1,Economic Development,customer feedback analysis,Sales,Team Building,Engaging with Business,Insightful,Sales Manager
76,64,8,0,2,1,Economic Development,brand management,Sales,DIY Projects,negotiation skills,Resourceful,Sales Manager
66,74,9,1,3,0,Economic Development,customer relationship management,Sales,Blogging,performance metrics,Problem-solving,Sales Manager
79,71,11,1,5,1,Economic Development,customer feedback analysis,Sales,Networking,training and development,Strategic,Sales Manager
65,75,9,1,3,0,Economic Development,territory management,Sales,Traveling,lead generation,Problem-solving,Sales Manager
71,78,12,0,4,1,Economic Development,sales presentations,Sales,Acting,CRM software proficiency,Detail-oriented,Sales Manager
80,72,8,1,2,0,Economic Development,product knowledge,Sales,Managing,sales presentations,Knowledgeable,Sales Manager
77,72,4,0,4,1,Economic Development,CRM software proficiency,Sales,Creative Writing,territory management,Insightful,Sales Manager
70,79,5,1,3,0,Economic Development,training and development,Sales,Reading,conflict resolution,Organized,Sales Manager
78,65,8,0,2,1,Economic Development,negotiation skills,Sales,Content Writing,Client Management,Resourceful,Sales Manager
64,73,6,0,5,1,Economic Development,performance metrics,Sales,Storytelling,team leadership,Collaborative,Sales Manager
67,76,7,1,4,0,Economic Development,sales forecasting,Sales,Scriptwriting,brand management,Innovative,Sales Manager
74,69,10,1,5,0,Economic Development,lead generation,Sales,Film Analysis,Engaging with Sales,Analytical,Sales Manager
68,66,3,1,1,1,Cultural Preservation,understanding audience,Film/Television,Music,dialogue writing,Engaging,Scriptwriter
77,72,4,0,4,1,Cultural Preservation,pitching ideas,Film/Television,Networking,character development,Insightful,Scriptwriter
70,79,5,1,3,0,Cultural Preservation,collaboration with directors,Film/Television,Public Speaking,plot structure,Organized,Scriptwriter
64,73,6,0,5,1,Cultural Preservation,research skills,Film/Television,Radio Hosting,screenplay formatting,Collaborative,Scriptwriter
67,76,7,1,4,0,Cultural Preservation,editing and revising,Film/Television,Podcasting,genre adaptation,Innovative,Scriptwriter
78,65,8,0,2,1,Cultural Preservation,genre adaptation,Film/Television,Blogging,editing and revising,Resourceful,Scriptwriter
80,70,11,1,5,1,Cultural Preservation,screenplay formatting,Film/Television,Theater,research skills,Strategic,Scriptwriter
75,68,10,1,5,1,Cultural Preservation,dialogue writing,Film/Television,Screen Writing,collaboration with directors,Creative,Scriptwriter
72,78,12,0,4,1,Cultural Preservation,character development,Film/Television,Screenwriting,pitching ideas,Detail-oriented,Scriptwriter
66,74,9,1,3,0,Cultural Preservation,plot structure,Film/Television,Storytelling,understanding audience,Problem-solving,Scriptwriter
72,78,12,0,4,1,Cultural Preservation,carving techniques,Sculpture,Storytelling,Material Manipulation,Detail-oriented,Sculptor
77,72,4,0,4,1,Cultural Preservation,public art projects,Sculpture,Traveling,material selection,Insightful,Sculptor
80,70,11,1,5,1,Cultural Preservation,artistic vision,Sculpture,Writing travel guides,carving techniques,Strategic,Sculptor
78,65,8,0,2,1,Cultural Preservation,texture application,Sculpture,Exploring new destinations,design concepts,Resourceful,Sculptor
67,76,7,1,4,0,Cultural Preservation,mold making,Sculpture,Photography,artistic vision,Innovative,Sculptor
64,73,6,0,5,1,Cultural Preservation,finishing techniques,Sculpture,Learning new languages,texture application,Collaborative,Sculptor
70,79,5,1,3,0,Cultural Preservation,installation skills,Sculpture,Organizing group trips,mold making,Organized,Sculptor
66,74,9,1,3,0,Cultural Preservation,design concepts,Sculpture,Travel blogging,finishing techniques,Problem-solving,Sculptor
68,66,3,1,1,1,Cultural Preservation,historical research,Sculpture,Traveling,installation skills,Engaging,Sculptor
75,68,10,1,5,1,Cultural Preservation,material selection,Sculpture,Journaling,public art projects,Creative,Sculptor
68,67,7,0,3,1,Cultural Preservation,Material Manipulation,Sculpture,Gardening,historical research,Spatial Awareness,Sculptor
66,92,7,1,3,0,Technology and Innovation,Risk Assessment,Security,Puzzle Solving,Risk Assessment,Analytical,Security Consultant
60,64,10,1,4,1,Sustainability,Fabrication,Metalworking,Photography,Fabrication,Detail-oriented,Sheet Metal Worker
66,74,9,1,3,0,Technology and Innovation,debugging,Software Development,Gaming,programming languages,Problem-solving,Software Developer
80,70,11,1,5,1,Technology and Innovation,version control systems,Software Development,Problem Solving,software design,Strategic,Software Developer
75,68,10,1,5,1,Technology and Innovation,programming languages,Software Development,DIY Projects,debugging,Analytical,Software Developer
72,78,12,0,4,1,Technology and Innovation,software design,Software Development,Coding,version control systems,Detail-oriented,Software Developer
68,66,3,1,1,1,Technology and Innovation,user interface design,Software Development,Commentating,API development,Engaging,Software Developer
77,72,4,0,4,1,Technology and Innovation,cloud computing,Software Development,Public Speaking,database management,Insightful,Software Developer
70,79,5,1,3,0,Technology and Innovation,testing and QA,Software Development,Blogging,agile methodologies,Organized,Software Developer
83,71,10,0,4,1,Technology and Innovation,Programming,Software Development,Gardening,testing and QA,Programming,Software Developer
68,66,3,1,1,1,Technology and Innovation,user interface design,Software Development,Camping,cloud computing,Engaging,Software Developer
77,72,4,0,4,1,Technology and Innovation,cloud computing,Software Development,Fitness,user interface design,Insightful,Software Developer
83,71,10,0,4,1,Technology and Innovation,Programming,Software Development,Coding,Programming,Programming,Software Developer
64,73,6,0,5,1,Technology and Innovation,agile methodologies,Software Development,DIY Projects,Engaging with Software Development,Collaborative,Software Developer
78,65,8,0,2,1,Technology and Innovation,API development,Software Development,Reading,Learn debugging techniques,Resourceful,Software Developer
70,79,5,1,3,0,Technology and Innovation,testing and QA,Software Development,Woodworking,Practice database queries,Organized,Software Developer
64,73,6,0,5,1,Technology and Innovation,agile methodologies,Software Development,Traveling,Implement microservices,Collaborative,Software Developer
75,68,10,1,5,1,Technology and Innovation,programming languages,Software Development,Photography,Refactor legacy code,Analytical,Software Developer
72,78,12,0,4,1,Technology and Innovation,software design,Software Development,Gaming,Contribute to open-source,Detail-oriented,Software Developer
67,76,7,1,4,0,Technology and Innovation,database management,Software Development,Puzzle Solving,Build an online portfolio,Innovative,Software Developer
80,70,11,1,5,1,Technology and Innovation,version control systems,Software Development,Martial Arts,Study design principles,Strategic,Software Developer
78,65,8,0,2,1,Technology and Innovation,API development,Software Development,Reading,Stay updated on trends,Resourceful,Software Developer
67,76,7,1,4,0,Technology and Innovation,database management,Software Development,Networking,Enhance teamwork skills,Innovative,Software Developer
66,74,9,1,3,0,Technology and Innovation,debugging,Software Development,Coding,Attend tech workshops,Problem-solving,Software Developer
75,64,9,0,1,1,Technology and Innovation,adaptability,Introduction to Algorithms,Problem Solving,testing,Solution-oriented,Software Engineer
81,73,10,1,4,1,Technology and Innovation,teamwork,Introduction to Algorithms,Puzzle Solving,data analysis,Proactive defender,Software Engineer
86,87,8,1,4,0,Technology and Innovation,development,Introduction to Algorithms,Traveling,development,Agile thinker,Software Engineer
82,87,4,1,4,1,Technology and Innovation,decision making,Introduction to Algorithms,Blogging,decision making,User-centered,Software Engineer
66,77,6,1,4,0,Technology and Innovation,development,Introduction to Algorithms,Photography,critical thinking,Quality-focused,Software Engineer
65,60,9,1,1,1,Technology and Innovation,decision making,Introduction to Algorithms,Fitness,adaptability,Creative thinker,Software Engineer
91,70,7,0,5,1,Technology and Innovation,testing,Introduction to Algorithms,Gaming,photography,Quality-focused,Software Engineer
71,70,1,1,4,0,Technology and Innovation,teamwork,Introduction to Algorithms,Networking,teamwork,Programmer,Software Engineer
92,70,7,0,4,0,Technology and Innovation,development,Introduction to Algorithms,Coding,programming,Solution-oriented,Software Engineer
79,94,6,0,4,0,Technology and Innovation,decision making,Introduction to Algorithms,Coding,active listening,User experience advocate,Software Engineer
69,62,9,0,3,0,Technology and Innovation,development,Introduction to Algorithms,Gaming,gaming,Solution-oriented,Software Engineer
87,80,15,0,4,0,Technology and Innovation,testing,Introduction to Algorithms,Reading,Engaging with Introduction to Algorithms,Solution-oriented,Software Engineer
93,88,3,0,4,1,Technology and Innovation,adaptability,Introduction to Algorithms,Martial Arts,Solve coding challenges,Agile developer,Software Engineer
76,88,6,1,2,0,Technology and Innovation,decision making,Introduction to Algorithms,Blogging,Master version control,Creative thinker,Software Engineer
78,71,3,1,4,1,Technology and Innovation,decision making,Introduction to Algorithms,Content Writing,Learn new languages,Collaborative,Software Engineer
57,51,2,0,4,0,Technology and Innovation,testing,Introduction to Algorithms,Traveling,Build side projects,User-focused,Software Engineer
62,71,6,0,3,0,Technology and Innovation,decision making,Introduction to Algorithms,Networking,Optimize codebases,Quality-focused,Software Engineer
72,68,4,0,4,1,Technology and Innovation,adaptability,Introduction to Algorithms,DIY Projects,Document thoroughly,Problem-solver,Software Engineer
91,62,6,1,4,0,Technology and Innovation,active listening,Introduction to Algorithms,Puzzle Solving,Update portfolio,Engineering,Software Engineer
90,72,12,0,2,1,Technology and Innovation,programming,Introduction to Algorithms,Fitness,Practice interview prep,Creative thinker,Software Engineer
70,86,9,0,5,0,Technology and Innovation,adaptability,Introduction to Algorithms,Gardening,Network with peers,Quality-focused,Software Engineer
70,62,6,1,4,1,Technology and Innovation,programming,Introduction to Algorithms,Woodworking,Follow tech blogs,User-centered,Software Engineer
67,79,12,1,5,0,Technology and Innovation,decision making,Introduction to Algorithms,Hiking,Enroll in courses,User-centered,Software Engineer
94,81,12,1,3,1,Technology and Innovation,gaming,Introduction to Algorithms,Gaming,Read technical books,Development,Software Engineer
